,titulo,localizacion,latitude,longitude,price,energy_certification,room_number,bath_number,has_garden,has_terrace,has_parking,has_swimmingpool,has_lift,constructed_area,is_new_development,is_needs_renovating,is_goog_condition
146,"Piso en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,293000,unknown,3,2,0.0,1.0,1.0,1.0,1.0,101,1,0,0
147,"Ático en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,389000,unknown,4,2,0.0,1.0,1.0,1.0,1.0,118,1,0,0
148,"Ático en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,344000,unknown,3,2,0.0,1.0,1.0,1.0,1.0,105,1,0,0
149,"Piso en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,318000,unknown,3,2,1.0,0.0,1.0,1.0,1.0,104,1,0,0
150,"Casa o chalet independiente en venta en avenida Marquesa Casa Loring, 7","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6508438,-4.4906787,790000,e,5,3,1.0,1.0,1.0,1.0,0.0,552,0,1,0
151,"Piso en venta en calle Miami, 7","La Carihuela - Los Nidos, Torremolinos",36.6107298,-4.5038413,175000,a,1,1,1.0,1.0,1.0,1.0,1.0,50,0,0,1
154,Piso en venta en calle Nepal,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6689494,-4.5176987,334000,c,2,2,1.0,1.0,1.0,1.0,1.0,143,0,0,1
155,Chalet pareado en venta en calle Diputado Ignacio Huelin,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6546359,-4.4973702000000015,445000,d,4,3,1.0,1.0,1.0,0.0,0.0,300,0,0,1
156,Casa o chalet independiente en venta en calle Decano Juan Antonio Rando,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.668864,-4.4762231,215000,e,3,1,0.0,0.0,1.0,0.0,0.0,171,0,0,1
157,"Ático en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,375900,unknown,4,2,1.0,1.0,1.0,1.0,1.0,236,1,0,0
158,"Piso en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,279900,unknown,3,2,0.0,1.0,1.0,1.0,1.0,118,1,0,0
159,"Chalet adosado en venta en calle Indonesia , 39","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6719099,-4.51791,299900,unknown,3,3,1.0,0.0,1.0,1.0,0.0,139,1,0,0
160,"Piso en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,249900,unknown,3,2,0.0,1.0,1.0,1.0,1.0,117,1,0,0
161,Ático en venta en calle Madre Asunción Soler s/n,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.660194,-4.49976,385000,b,3,2,0.0,1.0,1.0,1.0,1.0,116,1,0,0
162,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,172670,unknown,3,2,0.0,1.0,1.0,1.0,1.0,125,1,0,0
163,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,165877,unknown,3,2,0.0,1.0,1.0,1.0,1.0,111,1,0,0
164,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,170297,unknown,3,2,0.0,1.0,1.0,1.0,1.0,112,1,0,0
165,Piso en venta en calle Hespérides,"Guadalmar, Málaga",36.6620393,-4.460432,262181,f,2,1,1.0,0.0,0.0,1.0,1.0,102,0,0,1
166,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,159320,unknown,3,2,1.0,0.0,1.0,1.0,1.0,119,1,0,0
167,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,165787,unknown,3,2,1.0,0.0,1.0,1.0,1.0,125,1,0,0
168,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,176746,unknown,3,2,1.0,0.0,1.0,1.0,1.0,116,1,0,0
169,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,188400,unknown,3,2,0.0,1.0,1.0,1.0,1.0,130,1,0,0
170,"Piso en venta en calle Churriana de la vega esqueino calle malaga, 1","Zona de San Cayetano, Churriana de la Vega",37.1450549,-3.6416323,175599,unknown,3,2,0.0,1.0,1.0,1.0,1.0,118,1,0,0
172,"Casa o chalet independiente en venta en carretera de Coin, 108","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6617978,-4.5131005,422500,e,6,4,1.0,1.0,1.0,1.0,0.0,296,0,0,1
173,Casa o chalet independiente en venta en avenida Marquesa Casa Loring,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.65329910000001,-4.488580000000002,799900,d,6,4,1.0,1.0,1.0,1.0,0.0,380,0,0,1
174,Piso en venta en calle Mercedes Formica,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.661331,-4.503368599999999,291800,inProcess,3,2,1.0,1.0,1.0,1.0,1.0,118,0,0,1
175,Piso en venta en calle Mercedes Formica,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.659031,-4.5043685999999985,297100,inProcess,3,2,1.0,1.0,1.0,1.0,0.0,116,0,0,1
176,Casa o chalet independiente en venta en calle Manuel Curros Enríquez,"Guadalmar, Málaga",36.6667599,-4.4617824,698000,e,6,3,1.0,1.0,1.0,1.0,0.0,351,0,0,1
177,Piso en venta en calle Madre Asunción Soler s/n,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.660194,-4.49976,315000,b,3,2,0.0,1.0,1.0,1.0,1.0,109,1,0,0
178,Piso en venta en calle Madre Asunción Soler s/n,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.660194,-4.49976,278000,b,2,2,0.0,1.0,1.0,1.0,1.0,94,1,0,0
179,Piso en venta en calle Madre Asunción Soler s/n,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.660194,-4.49976,319000,b,3,2,0.0,1.0,1.0,1.0,1.0,109,1,0,0
180,"Piso en venta en calle Mercedes Formica, 12","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6598242,-4.5041845,291800,e,3,2,1.0,1.0,1.0,1.0,1.0,118,0,0,1
181,"Chalet adosado en venta en calle Josefa Morales, 39","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6712418,-4.5089442,256500,e,3,1,0.0,1.0,0.0,0.0,0.0,179,0,0,1
182,Chalet adosado en venta en calle Malasia,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6698723,-4.5194574,320000,b,3,3,1.0,1.0,1.0,1.0,0.0,140,0,0,1
183,Chalet adosado en venta en calle Isabel Barreto,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6617583,-4.5044688,595000,e,4,3,1.0,1.0,1.0,0.0,0.0,226,0,0,1
184,"Casa o chalet independiente en venta en calle Uganda, 45","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6646899,-4.5194822,640000,unknown,4,2,1.0,1.0,1.0,1.0,0.0,310,0,0,1
185,Dúplex en venta en calle Tanzania,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.66113720000001,-4.5199706,367500,inProcess,3,2,1.0,1.0,1.0,1.0,0.0,123,0,0,1
186,Chalet adosado en venta en calle ESCRITOR BÉJAR ZAMBRANA,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6625221,-4.4978917,360000,inProcess,4,3,0.0,1.0,1.0,1.0,0.0,202,0,0,1
